1.7336,2.5200,0.1870
0.7548,1.7235,0.1526
1.8053,1.5839,0.2453
1.9059,1.6608,0.1718
1.1209,1.1013,0.1753
0.9795,0.1530,0.1785
1.4380,1.0348,0.2028
1.3614,0.9130,0.1874
0.9100,0.6513,0.1298
1.2672,1.3311,0.1900
1.0263,1.1735,0.1372
1.5696,0.6635,0.1490
1.4054,0.6804,0.1870
0.9048,0.1206,0.1963
1.3472,2.5709,0.1563
0.4648,0.4348,0.2001
0.7234,1.0078,0.2233
0.7883,1.1410,0.1235
