0.700	-3.800	-1.930	-0.870	1.880
1.420	-2.070	-0.220	0.930	2.420
1.430	-2.370	-0.930	-0.390	1.340
1.310	-2.720	-0.810	0.040	1.850
1.140	-3.140	-0.600	0.640	2.720
1.840	-1.150	-0.150	0.370	1.600
1.060	-3.750	-0.990	0.110	2.470
0.650	-4.430	-1.080	0.750	3.960
2.090	-1.930	-0.200	0.420	1.700
1.180	-2.810	-0.640	0.370	2.240
1.690   -1.460  -0.080	0.810	2.130
1.150	-2.520	-0.760	-0.040	1.710








